business_id;fuente;external_id;title;description;categoria;tipo_plantilla;municipio;territorio;address;lat;lng;telefono;email;website;es_interior;es_carrito;es_cambiador;es_silla_ruedas;es_mascotas;edad_minima;fecha_inicio;fecha_fin;lugar;price;imagen_url;tipo_evento
;https://turismoa.euskadi.eus/es/centros-comerciales/dendaraba/webtur00-content/es/;;Dendaraba;;comercio;Centros comerciales;Vitoria-Gasteiz;araba;La Paz;42.84493130307398;-2.669109453516512;945 146 096;info@dendaraba.com;http://www.dendaraba.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/el-boulevard/webtur00-content/es/;;El Boulevard;;comercio;Centros comerciales;Vitoria-Gasteiz;araba;Zaramaga, 1;42.86186512541232;-2.6677875474097164;945 155 440;contacto@el-boulevard.com;http://www.el-boulevard.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/parque-comercial-gorbeia/webtur00-content/es/;;Parque Comercial Gorbeia;;comercio;Centros comerciales;Zigoitia;araba;Carretera Miñano Mayor, s/n;42.90998316884647;-2.711648941040039;945 460 746;informacion@centrocomercialgorbeia.com;http://www.centrocomercialgorbeia.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/lakua-centro/webtur00-content/es/;;Lakua Centro;;comercio;Centros comerciales;Vitoria-Gasteiz;araba;Duque de Wellington, s/n;42.861642272265385;-2.6928181813769925;945 177 323;;http://lakuacentro.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/artea/webtur00-content/es/;;Artea;;comercio;Centros comerciales;Leioa;bizkaia;Barrio Peruri, 33;43.34098839081212;-2.990942001342773;944 912 706;clientes@arteanet.com;http://www.arteanet.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/bidarte/webtur00-content/es/;;Bidarte;;comercio;Centros comerciales;Bilbao;bizkaia;Avenida Lehendakari Agirre, 29;43.27143010255367;-2.9486262181476377;944 752 121;info@bidarte.com;http://www.bidarte.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/max-center/webtur00-content/es/;;Max Center;;comercio;Centros comerciales;Barakaldo;bizkaia;Barrio Kareaga, s/n;43.28890502326107;-3.0079607462305376;944 997 300;info@adm.maxcenter.com;http://www.maxcenter.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/zubiarte/webtur00-content/es/;;Zubiarte;;comercio;Centros comerciales;Bilbao;bizkaia;Lehendakari Leizaola, 2;43.26787281089116;-2.9407147632788337;944 277 380;spain.zubiarte@cbre.com;http://www.zubiarte.com/;True;True;True;True;True;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/megapark-barakaldo/webtur00-content/es/;;Megapark Barakaldo;;comercio;Centros comerciales;Barakaldo;bizkaia;Avenida de la Ribera, s/n;43.29157601438387;-3.00328016281128;944 181 020;informacion@megaparkbarakaldo.com;http://www.megaparkbarakaldo.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/la-bretxa/webtur00-content/es/;;La Bretxa;;comercio;Centros comerciales;Donostia / San Sebastián;gipuzkoa;Plaza de La Bretxa, s/n;43.32311113943726;-1.982569900000044;943 430 336;info@cclabretxa.com;http://www.cclabretxa.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/arcco-amara/webtur00-content/es/;;Arcco Amara;;comercio;Centros comerciales;Donostia / San Sebastián;gipuzkoa;Plaza de Irun, 6;43.30526200009274;-1.974120573467076;943 473 909;gerencia@arccoamara.com;http://www.arccoamara.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/garbera/webtur00-content/es/;;Garbera;;comercio;Centros comerciales;Donostia / San Sebastián;gipuzkoa;Travesía Garbera, 1;43.308802604361006;-1.945296331639384;943 394 895;atencionalcliente@ccgarbera.com;http://www.ccgarbera.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/mendibil/webtur00-content/es/;;Mendibil;;comercio;Centros comerciales;Irun;gipuzkoa;Almirante Arizmendi, 9;43.3410352081269;-1.7913293838500977;943 638 394;mendibil@centrocomercialmendibil.com;http://www.centrocomercialmendibil.com/;True;True;True;True;True;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/txingudi/webtur00-content/es/;;Txingudi;;comercio;Centros comerciales;Irun;gipuzkoa;Barrio Ventas, 80;43.32479829456261;-1.815963238622999;943 639 063;pctadmin@infonegocio.com;http://www.parquecomercialtxingudi.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/urbil/webtur00-content/es/;;Urbil;;comercio;Centros comerciales;Usurbil;gipuzkoa;Barrio Txikierdi, 7;43.27600240370656;-2.024509906768799;943 364 187;urbil@urbil.es;http://www.urbil.es/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/san-martin/webtur00-content/es/;;San Martín;;comercio;Centros comerciales;Donostia / San Sebastián;gipuzkoa;Urbieta, 9;43.31810210755662;-1.982978582382202;943 635 347;;https://www.sanmartinmerkatua.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/bilbondo/webtur00-content/es/;;Bilbondo;;comercio;Centros comerciales;Basauri;bizkaia;Barrio Zabalandi, s/n;43.2297737;-2.8733674;944 262 022;;http://www.bilbondo.com/;True;True;True;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/ballonti/webtur00-content/es/;;Ballonti;;comercio;Centros comerciales;Portugalete;bizkaia;Avenida Ballonti, 1;43.31192009999999;-3.0205033;944 915 246;spain.ballonti@cbre.com;http://www.ccballonti.com/;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/centros-comerciales/mamut/webtur00-content/es/;;MAMUT;;comercio;Centros comerciales;Oiartzun;gipuzkoa;Camino Astigarrako bidea, 4;43.30096544860734;-1.8834376072593384;943 829 218;kaixo@mamut.eus;http://www.mamut.eus;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-agorregi/webtur00-content/es/;;Agorregi;El restaurante Agorregi, ubicado en el barrio de Igara de San Sebastián , ofrece un servicio de calidad y una excelente cocina basada en productos de temporada. El Chef Gorka Arzelus, formado con los chefs más importantes de la cocina vasca, elabora sus platos con los mejores ingredientes del mercado.;restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Portuetxe, 14;43.30240464;-2.011846;943 224 328;agorregi@agorregi.com;https://agorregi.com/;True;False;True;False;True;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-aizian/webtur00-content/es/;;Aizian;Este moderno y acogedor restaurante fue diseñado por el arquitecto Ricardo Legorreta y está situado en la planta baja del hotel Melia Bilbao. En la carta encontraremos una fusión de la cocina tradicional vasca y la vanguardista , y cuenta también con una amplia bodega . Está ubicado junto al Palacio Euskalduna y desde su terraza podremos ver el Parque de Doña Casilda.;restauracion;Restauración;Bilbao;bizkaia;Lehendakari Leizaola, 29. (H. Meliá Bilbao);43.26751936;-2.94180662;944 280 039;aizian@restaurante-aizian.com;https://www.restaurante-aizian.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-akelarre/webtur00-content/es/;;Akelarre;"Pedro Subijana desarrolla desde 1970 una cocina personal que ha convertido el Akelarre en un clásico de ""la nueva cocina vasca"". Está ubicado en el barrio Igeldo , y desde sus grandes ventanales tendremos unas espectaculares vistas a la costa Cantábrica. En sus tres comedores de decoración sencilla y elegante podremos disfrutar de excelentes postres e impecable servicio.";restauracion;Restauración;Donostia / San Sebastián;gipuzkoa;Padre Orcolaga, 56;43.3077501796958;-2.043134673141481;943 311 209;restaurante@akelarre.net;http://www.akelarre.net;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-alameda/webtur00-content/es/;;Alameda;La tercera generación es quien está a cargo de este negocio familiar ubicado en el centenario hotel Alameda y de gran tradición en la localidad. Gorka Txapartegi elabora originales recetas con los mejores productos de temporada en este renovado edificio del siglo XIX. La carta de este restaurante de cocina vasca vanguardista está basada en productos de la huerta y del mar.;restauracion;Restauración;Hondarribia;gipuzkoa;Minasorroeta, 1;43.36124178;-1.79269146;943 642 789;info@restaurantealameda.net;https://restaurantealameda.net/;True;False;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-almiketxu/webtur00-content/es/;;Almiketxu;Es un caserío típico vasco y está regentado por la familia Hormaetxea-Albonigamenor. Desde hace más de 30 años ofrece platos de cocina vasca al más puro estilo tradicional. Cuenta con tres comedores de decoración rústica, un bar y una terraza exterior con jardín. Posee horno de leña y una huerta en la que cultivan las verduras y legumbres para crear sus platos sencillos pero de calidad. Su especialidad es el pescado y la carne, y todos los postres son caseros.;restauracion;Restauración;Bermeo;bizkaia;Almike Auzoa, 8;43.40890469;-2.73422921;946 880 925;almiketxu@gmail.com;https://almiketxu.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-andere/webtur00-content/es/;;Andere;Este restaurante abrió sus puertas en 1976 y hoy en día es una referencia clásica de Vitoria-Gasteiz. El chef José María del Val y su equipo se encargan de ofrecer un servicio de alta calidad y con productos de calidad. Dispone de instalaciones necesarias para todo tipo de celebraciones (bodas, banquetes, convenciones, comidas de grupos, ...). Además de ello, dispone de un jardín cerrado y climatizado.;restauracion;Restauración;Vitoria-Gasteiz;araba;Gorbea, 8;42.84935660563213;-2.67958017909848;945 214 930;info@restauranteandere.com;https://www.restauranteandere.com/;True;True;False;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-andra-mari/webtur00-content/es/;;Andra Mari;Está ubicado en un hermoso caserío del siglo XIII junto a la iglesia de Andra Mari y es todo un todo un referente de la cocina vasca. Actualmente está dirigido por el campeón estatal de cocina, José Miguel Olazabalaga. Su carta se basa en los productos de temporada, especialmente pescados y caza, combinando tradición e innovación. Dispone de varios comedores sencillos y muy bien decorados, con mantelería, cerámica y cubertería originales. Cuenta con un museo del vino con amplia selección de riojas que puede visitarse.;restauracion;Restauración;Galdakao;bizkaia;Bº Elexalde, 22;43.23503044;-2.83249703;944 560 005;andramari@andra-mari.com;https://andra-mari.com/es/index.php;True;True;True;True;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-aretxondo/webtur00-content/es/;;Aretxondo;"Es un bello caserío vasco donde ofrecen una combinación de lo clásico y lo moderno basándose en productos autóctonos; pero su especialidad son los productos de temporada. Destaca su luminoso comedor rústico de techos altos y con las vigas de madera a la vista.";restauracion;Restauración;Galdakao;bizkaia;Bº Elexalde, 20;43.23358348966164;-2.832779284378056;944 567 671;aretxondo@aretxondo.com;https://aretxondo.es/;True;False;True;False;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-arkupe/webtur00-content/es/;;Arkupe;El restaurante Arkupe se encuentra situado en un edificio del siglo XVII en el mismísimo casco histórico de Vitoria-Gasteiz . Sus sabrosos platos se basan en la cocina tradicional vasca y se pueden acompañar con uno de los excelentes caldos incluidos en su inmensa carta de vinos. De entre los diversos platos que se sirven en el restaurante Arkupe, destaca especialmente el bacalao al pil-pil sobre vizcaína. Además, dispone de un comedor para banquetes y otras celebraciones.;restauracion;Restauración;Vitoria-Gasteiz;araba;Mateo Moraza, 13;42.84701683;-2.67229971;945 230 080;reservas@restaurantearkupe.com;https://www.restaurantearkupe.com/;True;True;False;True;False;2;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/restaurante-arlobi/webtur00-content/es/;;Arlobi;El restaurante fue inaugurado en el año 1982 . Ofrece platos de la cocina tradicional, junto con la creatividad que da la cocina de autor. Está situado en un típico caserío de piedra, al lado del Parque Natural de Gorbeia , y las ensaladas, verduras y piezas de caza son las especialidades de este restaurante.;restauracion;Restauración;Zuia;araba;Elizalde, 31;42.968627;-2.825472200000036;945 430 212;;;True;False;False;False;False;0;2026-06-02;;;0;;
;https://turismoa.euskadi.eus/es/restaurantes/asador-casa-nicolas/webtur00-content/es/;;Asador Nicolás;Asador tolosarra de alto nivel gastronómico, especializado en chuleta a la parrilla. Abrió sus puertas en 1960 y desde entonces, se ha convertido en uno de los establecimientos referentes del sector. Cuenta con una extensa bodega. Instagram:@casa_nicolas;restauracion;Restauración;Tolosa;gipuzkoa;Paseo Zumalakarregi, 7;43.0507807;-2.1744642;943 654 759;info@asadorcasanicolas.com;https://asadornicolas.com/;True;True;True;False;True;0;2026-06-02;;;0;;
