fuente,external_id,nombre,descripcion,categoria,tipo_plantilla,municipio,territorio,direccion,lat,lng,telefono,email,website,es_lluvia,es_carrito,es_cambiador,es_silla_ruedas,es_mascotas,edad_minima
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-de-gorbeia/webtur00-content/es/,Parque Natural de Gorbeia,"El Parque Natural de Gorbeia es un tradicional punto de referencia del montañismo vasco.  Su cumbre, de 1.482 metros de altitud, marca el límite entre el territorio vizcaíno y el alavés, y exhibe la muy buscada Cruz del Gorbeia. En Gorbeia hay paisajes muy distintos de rocas escarpadas, de zonas suaves de pastos, o de bosques de hayedos y robledales, todo ello sobre un conjunto kárstico con casi 500 cavidades catalogadas. El Biotopo Protegido de Itxina y la cascada de Gujuli, con más de 100 metros de caída, son dos elementos paisajísticos reseñables. La calidad paisajista y la significación cultural y afectiva que el Parque tiene para el pueblo vasco ha influido para que sea centro de numerosas actividades: senderismo, montaña, rutas en bicicleta de montaña y a caballo, espeleología, etc. Existen diversas áreas con equipamientos recreativos y dos centros de visitantes: el Parketxe de Sarria en Álava (paraje de la Central de Baias) y el Parketxe de Areatza en Bizkaia. Descubre todas las actividades del Parque Natural: Agenda.",naturaleza,Espacios Naturales,Urkabustaiz;Zigoitia;Orozko;Zuia;Artea;Zeanuri;Zeberio;Areatza,bizkaia,,,,+34 945 430 709,parquegorbeia@parques.araba.eus,,False,False,False,True,True,2
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-de-aralar/webtur00-content/es/,Parque Natural de Aralar,"Abaltzisketa y Ataún son las dos puertas de entrada al Parque Natural de Aralar. Estamos en una de las áreas montañosas más importantes en cuanto a extensión, altitud, usos del suelo y valores naturales de Euskadi, además de ser una de las más frecuentadas. Enmarcado entre las comarcas del Goierri y Tolosaldea, supone una referencia paisajística de primer orden, con la emblemática cima del Txindoki (Larrunarri). El entorno es ideal para conocer un caserío de cerca, degustar queso Idiazabal, probar la sidra y degustar un típico menú de sidrería, pedalear sobre una bicicleta de montaña, montar a caballo y ver monumentos megalíticos: una treintena de dólmenes, túmulos, monolitos, yacimientos en cueva y al aire libre, dos crómlech... Relacionado con todo ello destaca el Museo Barandiaran en Ataun que ofrece además servicios de información e interpretación del Parque. Grandes y pequeños recorridos están balizados como itinerarios montañeros, además de existir conexiones peatonales entre las áreas con equipamiento recreativo. En el puerto de Lizarrusti, puedes encontrar otro centro de información que es además albergue y restaurante. Lugares de interés: Mercado de Ordizia D'elikatuz, Centro de la Alimentación y de la Gastronomía",naturaleza,Espacios Naturales,Tolosa;Ataun;Lazkao;Abaltzisketa;Zaldibia;Amezketa,gipuzkoa,,,,,,,False,False,False,False,True,2
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-aiako-harria/webtur00-content/es/,Parque Natural Aiako Harria,"El Parque Natural Aiako Harria es un enclave de singular belleza situado en las estribaciones de los Pirineos, en el extremo oriental de Gipuzkoa. Las tres cimas principales son Irumugarrieta (806 m), Txurrumurru (821 m) y Erroilbide (843 m) y puedes llegar hasta ellas por diversos itinerarios bien señalizados. Desde Aiako Harria admirarás la Bahía de Txingudi, con las poblaciones de Hondarribia, Irún y Hendaya; el Monte Jaizkibel y el valle de Oiartzun. El barranco de Aiztondo, con una cascada de 100 metros de desnivel, ofrece un paisaje singular. Dentro de la masa rocosa de Aiako Harria existen decenas de pozos y galerías mineras. La mina de Arditurri (Oiartzun), ofrece una interesantísima visita desde la Casa del Parque Natural, el que fuera antaño laboratorio de las minas. Desde aquí podrás acceder a la explotación minera que tuvo lugar desde la romanización hasta 1984. La proximidad a la frontera francesa hizo que la ingeniería militar se fijara en las elevaciones montañosas de la zona para instalar en el territorio del actual parque algunas fortificaciones fácilmente visitables.",naturaleza,Espacios Naturales,Donostia / San Sebastián;Oiartzun;Irun;Hernani;Errenteria,gipuzkoa,,,,,,,False,True,False,False,True,4
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-de-valderejo/webtur00-content/es/,Parque Natural de Valderejo,"El Parque Natural de Valderejo es un espacioso valle cercado por empinadas laderas que culminan en rocas y atravesado por nueve sendas, entre las que destaca el hermoso desfiladero del río Purón, la joya paisajística de este Parque. En Valderejo encontrarás una variada fauna y flora. Sus valores ornitológicos son especialmente llamativos, y entre sus rocas se encuentra la colonia de buitre leonado más numerosa de Euskadi. En Lalastra, corazón de Valderejo, te esperan la Casa del Parque, que informa sobre rutas y servicios, y el Museo Etnográfico, que muestra la historia y costumbres del valle. Si vienes en familia, dispones de un área recreativa con equipamiento infantil y picnic. Muy cerca se encuentran los núcleos de Lahoz, Villamardones y Ribera, los dos últimos ya abandonados e interesantes de recorrer. También en la zona quedan restos de una calzada romana, monumentos megalíticos (túmulo de San Lorenzo, monolito del Monte Lerón) y ermitas de diferentes épocas. Lugares de interés: Valle Salado de Añana",naturaleza,Espacios Naturales,Valdegovía/Gaubea,araba,,,,945 353 146,parquevalderejo@parques.araba.eus,https://valderejoparkea.eus,False,False,False,True,True,4
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-de-urkiola/webtur00-content/es/,Parque Natural de Urkiola,"El Parque Natural de Urkiola agrupa los terrenos de mayor altitud de la Sierra de Aramotz, constituyendo una gran barrera caliza entre las comarcas vizcaínas de Arratia, el Duranguesado y el valle alavés de Aramaio, y separando las cuencas cantábrica y mediterránea. Si te gustan los paisajes abruptos, éste es el tuyo. El Parque incluye una serie de sierras y peñas calizas, barrancos y valles profundos, con cumbres que han fomentando una gran afición al montañismo y al senderismo. Es muy frecuentado Anboto, su cumbre más alta, con la cueva de Mari como referente mitológico. El parque natural toma su nombre del Santuario de Urkiola edificado en honor a San Antonio Abad y San Antonio de Padua. Delante del Santuario encontrarás una simbólica piedra que es lugar de peregrinación para quienes desean encontrar pareja en breve tiempo. Según la leyenda tan sólo hacen falta tres vueltas a la piedra para lograrlo. En el Puerto de Urkiola encontrarás Toki Alai, Parketxe o centro de visitantes del parque natural. Actividades que se realizan durante todo el año: Agenda.",naturaleza,Espacios Naturales,Abadiño;Aramaio;Dima;Durango;Mañaria;Atxondo;Izurtza,bizkaia,,,,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/espacios-naturales/parque-natural-de-izki/webtur00-content/es/,Parque Natural de Izki,"A 31 kilómetros de Vitoria-Gasteiz, el Parque Natural de Izki es una extensa zona eminentemente forestal recorrida por el río Izki y bordeada por montañas, con la cota más alta en el Monte Kapildui (1.176 m). Estás en un rincón ideal para realizar turismo ornitológico, paseos y excursiones a pie, en bicicleta o a caballo. Izki alberga la reserva de ""Quercus pirenaica"" mayor de Europa y en su seno se ha desarrollado una peculiar cultura rural digna de conservar y conocer. Desde Korres puedes atravesar el Barranco de Izki y llegar hasta Bujanda. La espectacular foz del río Izki y una amplia zona recreativa te permitirán disfrutar en solitario y familia. En su entorno te llamarán la atención las cuevas eremíticas de Laño, Faido y Marquínez. Merece también una visita las hoces y roquedos de Arluzea y la villa de Peñacerrada. Si practicas el golf o la BTT en Urturi encontrarás excelentes servicios turísticos para ambas modalidades deportivas. En el Centro de Interpretación del Parque Natural de Izki en Korres te informarán sobre rutas y otras peculiaridades de Izki.",naturaleza,Espacios Naturales,Bernedo;Campezo/Kanpezu;Arraia-Maeztu,araba,,,,,,,False,False,False,True,True,2
,https://turismoa.euskadi.eus/es/espacios-naturales/biotopo-protegido-de-san-juan-de-gaztelugatxe/webtur00-content/es/,Biotopo Protegido de San Juan de Gaztelugatxe,"El Biotopo Protegido de Gaztelugatxe (158 ha) abarca un tramo de la costa vizcaína comprendido entre las cercanías de Bakio al oeste y el cabo de Matxitxako (Bermeo) al este. Se trata de un enclave del litoral bien singular (conformado por acantilados y laderas de fuertes pendientes), más si tenemos en cuenta lo escasas que son las islas e islotes en nuestra costa. Además, uno de sus límites, el cabo de Matxitxako, es su punto más prominente y un accidente geográfico de referencia.   Viajando por la carretera entre Bermeo y Bakio aparecen a nuestra vista dos islotes rocosos, con los tonos habitualmente claros de la roca caliza; San Juan de Gaztelugatxe y Aketze. El primero de ellos, más bien una península, está unido a tierra mediante un puente construido sobre las rocas que quedaron entre la isla y tierra firme; en uno de sus extremos, el oleaje ha horadado perfectos túneles en la roca. En su cima, a la que se accede atravesando el puente y subiendo una larga escalinata, se alza la ermita de San Juan; lugar al que, según la leyenda, San Juan Bautista llegó tras desembarcar en Bermeo y dar tres pasos que quedaron grabados en la roca del camino. Esta ermita tiene su origen en el siglo X y pudo ser un monasterio templario. A lo largo de los años, la ermita ha sufrido muchos avatares, incluidos incendios y saqueos de corsarios como el de Francis Drake, por lo que hoy en día la encontramos totalmente reconstruida.   El peñón de Aketze se alza prominente en el mar. Durante siglos, la presencia humana en la isla ha sido muy escasa, pues sólo se puede acceder a ella en barco. Este aislamiento la ha convertido en un santuario para las aves marinas; 200 parejas de paiño común, cormoranes moñudos y gaviotas patiamarillas nidifican en este excepcional lugar.   Observaciones   Pesca permitida con caña desde tierra.   Existe una ruta específica que recorre el Biotopo por sus puntos más significativos.",naturaleza,Espacios Naturales,Bakio;Bermeo,bizkaia,,,,,,,False,False,False,False,True,4
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-aritzatxu/webtur00-content/es/,Playa de Aritzatxu,"La playa de Aritzatxu, situada en el municipio vizcaíno de Bermeo, forma una pequeña y atractiva cala de arena dorada rodeada de grandes rocas. Está en un entorno apacible y es muy visitada por los amantes del submarinismo. Cuenta con duchas, papeleras, aseos, vestuarios y bar, así como con servicio de socorristas y hondartzainas.",naturaleza,"Playas, pantanos y ríos",Bermeo,bizkaia,,43.42627113526009,-2.730413814758299,,,,False,False,False,False,False,0
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-la-arena/webtur00-content/es/,Playa de La Arena,"Situada entre Muskiz y Zierbena, la hermosa playa de La Arena tiene 966 metros de longitud y es uno de los rincones preferidos de los surfistas de la Margen Izquierda del Gran Bilbao. Es la última playa de Euskadi en su límite oeste. Tiene fundamentalmente tres olas principales: la izquierda de Pobeña, en la zona oeste de la playa, el Centro y la derecha del Vivero, en la zona este de la playa. Es en el Centro donde se imparten las clases de surf, ya que los otros dos picos merecen especial atención por las fuertes corrientes. Todas las olas funcionan en todas las mareas, aunque Pobeña rompe mejor con marea baja, siendo una izquierda larga de gran calidad que puede ofrecer sesiones épicas. La playa aguanta hasta los 2 metros y no necesita mucho mar, gracias a que es un arenal abierto.",naturaleza,"Playas, pantanos y ríos",Zierbena;Muskiz,bizkaia,,,,,,,False,True,False,False,False,4
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-tona/webtur00-content/es/,Playa de Toña,"Protegida por la isla de Txatxarramendi, esta tranquila y acogedora cala se asoma a la ría de Mundaka. La playa de Toña está ubicada en el municipio vizcaíno de Sukarrieta, muy cerca del casco urbano. De aguas tranquilas, es muy recomendable para familias con niños y niñas.  Dispone de numerosos servicios; aseos, duchas, fuentes, lavapies, guardabicicletas, hondartzainas, además de un bar y un aparcamiento a pie de playa. En las inmediaciones, existe un parque equipado con instalaciones infantiles, mesas y bancos. En este pequeño arenal también se pueden practicar diversos deportes como voleibol, vela y windsurf.",naturaleza,"Playas, pantanos y ríos",Sukarrieta,bizkaia,,43.3910778627597,-2.69182205200195,,,,False,False,False,False,True,2
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-ondarbeltz/webtur00-content/es/,Playa de Ondarbeltz,"Tal y como indica su nombre en euskera, esta playa de aguas tranquilas está compuesta de una arena fina y oscura. A pesar de pertenecer al término municipal de Mutriku, Ondarbeltz se sitúa más cerca del casco urbano de Deba, en la margen izquierda de la desembocadura de la ría que da nombre a la localidad costera. Esta playa de Mutriku, de 120 metros de longitud, tiene unas instalaciones completas, con duchas y aseos públicos. También hay un bar, un área de juegos infantiles, frontón y aparcamiento. Además de disfrutar del sol y del mar, se pueden practicar varias actividades deportivas, como windsurf y piragüismo.",naturaleza,"Playas, pantanos y ríos",Mutriku,gipuzkoa,,43.301412,-2.357451,,,,False,False,False,False,True,2
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-isuntza/webtur00-content/es/,Playa de Isuntza,"La playa de Isuntza se encuentra en el municipio de Lekeitio, al este del litoral vizcaíno. Al estar ubicada en el mismo casco urbano, junto al puerto y el parque de la localidad, Isuntza tiene numerosas zonas de paseo, bares, restaurantes y hoteles en sus alrededores. Además, la playa de Lekeitio cuenta con socorristas, hondartzainas y aparcamiento urbano. También dispone de aseos públicos, lavabos, duchas, vestuarios, guardabicicletas y lavapies. Ofrece, asimismo, la posibilidad de realizar algunas actividades deportivas, tales como piragüismo, voleibol y submarinismo. Desde la playa, se pueden observar excelentes panorámicas de la isla de San Nicolás, a la cual podremos acceder por el malecón en bajamar.",naturaleza,"Playas, pantanos y ríos",Lekeitio,bizkaia,,43.3632537512373,-2.50110626220703,,,,False,False,False,True,True,2
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-gorrondatxe-aizkorri/webtur00-content/es/,Playa de Gorrondatxe (Azkorri),"Gorrondatxe es la cuarta playa de Getxo y quizá la menos accesible, pero la más limpia. Conocido también por el nombre de Azkorri, este arenal se encuentra alejado del casco urbano del municipio al que pertenece, pero próximo a la vecina localidad de Berango. La playa está situada en un entorno natural de excepción, rodeada de abruptos acantilados y hermosas dunas. De arena fina y oscura, está bien equipada. Asimismo, la playa de Gorrondatxe es un lugar propicio para la práctica de algunas actividades deportivas, como el voleibol y el surf. Se trata de una de las playas más especiales de la zona, es de las pocas que aún conserva el sistema dunar propio y es un beach rock, su superficie es dura. En la zona oeste de la playa se encuentra la ola del Akanti, justo enfrente de la punta del acantilado, es una izquierda muy técnica con distintas secciones, alguna de ellas tubera. Puede aguantar hasta 3 metros y necesita un swell medio para empezar a funcionar. En la zona centro y este de la playa también hay olas interesantes que rompen sobre roca, una derecha intensa y una izquierda de mayor calidad. En ambas olas es importante que las condiciones de viento y swell sean lo más limpias posible. Cabe destacar que este arenal ha obtenido la Bandera Azul, certificado Internacional de Calidad Ambiental otorgado por la FEE.",naturaleza,"Playas, pantanos y ríos",Getxo,bizkaia,,43.3791013350026,-3.02021026611328,,,,False,True,False,False,False,4
,https://turismoa.euskadi.eus/es/playas-embalses-rios/playa-de-las-arenas/webtur00-content/es/,Playa de Las Arenas,"La playa de Las Arenas se encuentra en el municipio vizcaíno de Getxo, en el Abra de Bilbao, junto al muelle de Churruca y muy próxima al Puente de Bizkaia, monumento declarado Patrimonio de la Humanidad. Este pequeño arenal, ubicado en pleno centro urbano, está bien comunicado y cuenta en sus inmediaciones con un club marítimo de gran tradición y numerosos servicios hosteleros. En la época estival, socorristas y hondartzainas vigilan la playa, mientras que los usuarios tienen a su disposición varios servicios; aseos, duchas, vestuarios, fuentes... Además de ser un lugar propicio para tomar el sol, esta playa ofrece la posibilidad de realizar diversas actividades, como windsurf, piraguismo y, en especial, vela. Cerca se encuentra la escuela de vela José Luis de Ugarte, donde se organizan cursos de iniciación y perfeccionamiento en este deporte a partir de los ocho años, entre otras actividades.",naturaleza,"Playas, pantanos y ríos",Getxo,bizkaia,,43.3264264544351,-3.0177640914917,,,,False,False,False,False,True,4
